id,ticker,title,category,release_date,provider,url,article_id,Year,Month,day,Score
256681,MSFT,U S  economy contracts in first quarter  dollar hurts corporate profits,news,2015-05-29,Reuters,"https://www.investing.com/news/economic-indicators/u.s.-economy-likely-shrank-in-first-quarter,-but-fundamentals-strong-344039",344039,2015,05,29,-1
267359,XOM,Exxon Mobil opposes weakening Obama era emissions rules  letter to EPA,news,2018-12-18,Reuters,https://www.investing.com/news/stock-market-news/exxon-mobil-opposes-weakening-obamaera-emissions-rules-in-letter-to-epa-1725348,1725348,2018,12,18,-1
267534,XOM,Oversupply fears cloud outlook for U S  crude in 2019,news,2018-11-15,Reuters,https://www.investing.com/news/commodities-news/oversupply-fears-cloud-outlook-for-us-crude-in-2019-1689185,1689185,2018,11,15,-1
267669,XOM,New York sues Exxon for misleading investors on climate change risk,news,2018-10-24,Reuters,https://www.investing.com/news/stock-market-news/new-york-sues-exxon-for-misleading-investors-on-climate-change-risk-1658293,1658293,2018,10,24,-1
268344,XOM,Dow 30 Stock Roundup  Walmart Disappoints  Coca Cola Impresses,opinion,2018-02-22,Zacks Investment Research,https://www.investing.com/analysis/dow-30-stock-roundup-walmart-disappoints-cocacola-impresses-200293548,200293548,2018,02,22,0
268613,XOM,Oil Markets Gain After EIA Reports Significant Crude Draw,opinion,2017-12-21,Zacks Investment Research,https://www.investing.com/analysis/oil-markets-gain-after-eia-reports-significant-crude-draw-200275204,200275204,2017,12,21,0.3333333333333333
268958,XOM,Can Australia Surpass Qatar To Become The Top LNG Exporter ,opinion,2017-10-18,Zacks Investment Research,https://www.investing.com/analysis/can-australia-surpass-qatar-to-become-the-top-lng-exporter-200219807,200219807,2017,10,18,1
269263,XOM,Oil Trims Advance as Storage Drawdown Fails to Impress Traders,news,2017-11-01,Bloomberg,https://www.investing.com/news/commodities-news/oil-trims-advance-as-storage-drawdown-fails-to-impress-traders-761988,761988,2017,11,01,0
269554,KO,Stocks   Coca Cola  Apple Gain in Pre market  GE  Pfizer Sink,news,2018-10-30,Investing.com,https://www.investing.com/news/stock-market-news/stocks--cocacola-apple-gain-in-premarket-ge-pfizer-sink-1665559,1665559,2018,10,30,0
269818,KO,Top 5 things that moved markets this past week,news,2017-07-28,Investing.com,https://www.investing.com/news/stock-market-news/top-5-things-that-moved-markets-this-past-week-511921,511921,2017,07,28,1
270002,KO,U S  stocks hold onto gains as Dow hits highest closing level since July,news,2016-04-20,Investing.com,https://www.investing.com/news/stock-market-news/u.s.-stocks-hold-onto-gains-as-dow-hits-highest-closing-level-since-july-396841,396841,2016,04,20,1
270168,KO,Consumer Staples Continue Rollercoaster Ride Lower,opinion,2017-10-06,David Fabian,https://www.investing.com/analysis/consumer-staples-etfs-face-technical-test-200217067,200217067,2017,10,06,-1
270293,KO,Top Research Reports For Today  MCD  KO  TMUS,opinion,2017-04-26,Zacks Investment Research,"https://www.investing.com/analysis/top-research-reports-for-today:-mcd,-ko,-tmus-200185505",200185505,2017,04,26,1
270517,KO,The Zacks Analyst Blog Highlights  Monster Beverage  Coca Cola  Primo Water And Molson Coors Brewing,opinion,2016-05-19,Zacks Investment Research,"https://www.investing.com/analysis/the-zacks-analyst-blog-highlights:-monster-beverage,-coca-cola,-primo-water-and-molson-coors-brewing-200131213",200131213,2016,05,19,-1
270613,XOM,Permian Basin still holds 60B 70B barrels  study says  but fears persist,news,2017-09-25,Seeking Alpha,https://www.investing.com/news/commodities-news/permian-basin-still-holds-60b70b-barrels-study-says-but-fears-persist-532647,532647,2017,09,25,-1
274114,AAPL,Citi cuts Q1 iPhone production estimates on weak demand,news,2018-12-28,Reuters,https://www.investing.com/news/stock-market-news/citi-cuts-q1-iphone-production-estimates-on-weak-demand-1732647,1732647,2018,12,28,-1
274304,AAPL,Broadcom earnings beat on strong demand for data center products,news,2018-12-06,Reuters,https://www.investing.com/news/technology-news/broadcom-earnings-beat-on-strong-demand-for-enterprise-storage-products-1714044,1714044,2018,12,06,1
274534,AAPL,Prominent managers loaded up on Apple before recent tumble,news,2018-11-14,Reuters,https://www.investing.com/news/stock-market-news/prominent-managers-loaded-up-on-apple-before-recent-tumble-1688891,1688891,2018,11,14,0
274904,AAPL,Apple gets critical iPhone technology in  600 million Dialog deal,news,2018-10-11,Reuters,https://www.investing.com/news/stock-market-news/dialog-semiconductor-signs-600-million-licensing-deal-with-apple-1639938,1639938,2018,10,11,-1
275094,AAPL,China says Trump forces its hand  will retaliate against new U S  tariffs,news,2018-09-18,Reuters,https://www.investing.com/news/economy-news/trump-slaps-tariffs-on-200-billion-in-chinese-goods-threatens-267-billion-more-1613652,1613652,2018,09,18,0
275279,AAPL,Stocks   Campbell Soup Swings Pre market  Apple  Amazon Rise  Dollar General Falls,news,2018-08-30,Investing.com,https://www.investing.com/news/stock-market-news/stocks--campbell-soup-swings-premarket-apple-amazon-rise-dollar-general-falls-1592490,1592490,2018,08,30,-1
275444,AAPL,Trump Said to Plan Meeting With CEOs Including Manley  Nooyi,news,2018-08-07,Bloomberg,https://www.investing.com/news/economy-news/trump-said-to-plan-meeting-with-ceos-including-manley-nooyi-1562889,1562889,2018,08,07,1
275639,AAPL,Ex Apple employee pleads not guilty in trade secret case,news,2018-07-16,Reuters,https://www.investing.com/news/technology-news/exapple-employee-pleads-not-guilty-in-trade-secret-case-1532187,1532187,2018,07,16,-1
275819,AAPL,U S  top court mulls Apple s App Store commissions in antitrust case,news,2018-06-18,Reuters,https://www.investing.com/news/stock-market-news/us-top-court-mulls-apples-app-store-commissions-in-antitrust-case-1496836,1496836,2018,06,18,1
276119,AAPL,Trillion Dollar Windfall Coming For Shareholders  ,news,2018-05-04,Investing.com,https://www.investing.com/news/stock-market-news/trillion-dollar-windfall-coming-for-shareholders-1431407,1431407,2018,05,04,1
276404,AAPL,Zuckerberg on Tim Cook s  extremely glib  criticism,news,2018-04-02,Seeking Alpha,https://www.investing.com/news/stock-market-news/zuckerberg-on-tim-cooks-extremely-glib-criticism-1373406,1373406,2018,04,02,-1
276564,AAPL,Spotify touts growth over profits in listing pitch to retail investors,news,2018-03-15,Reuters,https://www.investing.com/news/technology-news/spotify-says-path-to-profits-clear-ahead-of-stock-market-listing-1343966,1343966,2018,03,15,-1
276804,AAPL,Mi mi mi  super fans of China s Xiaomi stoke IPO ambitions,news,2018-02-14,Reuters,https://www.investing.com/news/technology-news/mi-mi-mi-super-fans-of-chinas-xiaomi-stoke-ipo-ambitions-1243594,1243594,2018,02,14,1
277104,AAPL,Apple receives second downgrade in a week on weaker Q2 expectations,news,2018-01-22,Seeking Alpha,https://www.investing.com/news/stock-market-news/apple-receives-second-downgrade-in-a-week-on-weaker-q2-expectations-1133567,1133567,2018,01,22,-1
277333,AAPL,Bitcoin  Marijuana Stock Crazes Take Root in Canada s Wild West,news,2017-12-22,Bloomberg,https://www.investing.com/news/cryptocurrency-news/bitcoin-marijuana-stock-crazes-take-root-in-canadas-wild-west-1022704,1022704,2017,12,22,-1
277638,AAPL,EU patent fee guidelines to favor Qualcomm  Ericsson  others  sources,news,2017-11-27,Reuters,https://www.investing.com/news/stock-market-news/eu-patent-fee-guidelines-to-favor-qualcomm-ericsson-others-sources-914113,914113,2017,11,27,1
277963,AAPL,Google s latest iPhone rival off to a rocky start,news,2017-10-23,Reuters,https://www.investing.com/news/technology-news/googles-latest-iphone-rival-off-to-a-rocky-start-546105,546105,2017,10,23,-1
278198,AAPL,Music mogul Clive Davis tells of heartbreak over Whitney Houston death,news,2017-10-02,Reuters,https://www.investing.com/news/general-news/music-mogul-clive-davis-tells-of-heartbreak-over-whitney-houston-death-535428,535428,2017,10,02,-1
278309,AAPL,Goldman In More Trouble  Now Embroiled In Singapore Probe,opinion,2018-12-23,Zacks Investment Research,https://www.investing.com/analysis/goldman-in-more-trouble-now-embroiled-in-singapore-probe-200370691,200370691,2018,12,23,-1
278448,AAPL,Apple Shares Gain Ahead of iPhone X Launch,news,2017-09-12,Investing.com,https://www.investing.com/news/stock-market-news/apple-shares-gain-ahead-of-iphone-x-launch-527766,527766,2017,09,12,1
278584,AAPL,Waiting For Gold To Erupt,opinion,2018-12-10,Chris Vermeulen,https://www.investing.com/analysis/waiting-for-gold-to-erupt-200366487,200366487,2018,12,10,1
278744,AAPL,John Wiley   Sons  JW A  Q2 Earnings   Revenues Decline Y Y,opinion,2018-12-05,Zacks Investment Research,https://www.investing.com/analysis/john-wiley--sons-jwa-q2-earnings--revenues-decline-yy-200365594,200365594,2018,12,05,-1
278853,AAPL,Hong Kong traders feel pinch as Apple s China charm fades,news,2017-08-02,Reuters,https://www.investing.com/news/stock-market-news/hong-kong-traders-feel-pinch-as-apples-china-charm-fades-513521,513521,2017,08,02,0
278973,AAPL,Apple ordered to pay  506 million to university in patent dispute,news,2017-07-25,Reuters,https://www.investing.com/news/stock-market-news/apple-ordered-to-pay-$506-million-to-university-in-patent-dispute-509965,509965,2017,07,25,-1
279138,AAPL,Apple Hospitality REIT CEO critically injured in plane crash,news,2017-07-05,Seeking Alpha,https://www.investing.com/news/stock-market-news/apple-hospitality-reit-ceo-critically-injured-in-plane-crash-502409,502409,2017,07,05,-1
279314,AAPL,Marsh   McLennan  MMC  Hits 52 Week High On Solid Q3 Results ,opinion,2018-11-11,Zacks Investment Research,https://www.investing.com/analysis/marsh--mclennan-mmc-hits-52week-high-on-solid-q3-results-200358250,200358250,2018,11,11,1
279414,AAPL,Square  SQ  Stock Still Looks Strong Despite Q3 Selloff  ,opinion,2018-11-08,Zacks Investment Research,https://www.investing.com/analysis/square-sq-stock-still-looks-strong-despite-q3-selloff-200357282,200357282,2018,11,08,1
279533,AAPL,U S   Saudi firms sign tens of billions of dollars of deals as Trump visits,news,2017-05-20,Reuters,"https://www.investing.com/news/economy-news/u.s.,-saudi-firms-sign-tens-of-billions-of-dollars-of-deals-as-trump-visits-486696",486696,2017,05,20,1
279653,AAPL,Einhorn  nursing losses on Tesla  says investors  hypnotized  by Musk,news,2017-05-03,Reuters,"https://www.investing.com/news/stock-market-news/einhorn,-nursing-losses-on-tesla,-says-investors-'hypnotized'-by-musk-479898",479898,2017,05,03,-1
279758,AAPL,Amazon rolls out chatbot tools in race to dominate voice powered tech,news,2017-04-19,Reuters,https://www.investing.com/news/technology-news/amazon-rolls-out-chatbot-tools-in-race-to-dominate-voice-powered-tech-475518,475518,2017,04,19,1
279883,AAPL,U S  equities close mixed  Dow posts third straight session of losses,news,2017-03-20,Investing.com,https://www.investing.com/news/stock-market-news/u.s.-equities-close-mixed:-dow-posts-third-straight-session-of-losses-467524,467524,2017,03,20,-1
280018,AAPL,BT supports Google s Android in EU antitrust row,news,2017-02-06,Reuters,https://www.investing.com/news/stock-market-news/bt-supports-google's-android-in-eu-antitrust-row-458197,458197,2017,02,06,1
280134,AAPL,Knowledge  Certainty  And Destiny  How To Keep Up With Science   Technology,opinion,2018-06-22,Zacks Investment Research,https://www.investing.com/analysis/knowledge-certainty-and-destiny-how-to-keep-up-with-science--technology-200326972,200326972,2018,06,22,1
280242,AAPL,Trump team says Twitter too small to be included in tech meeting,news,2016-12-14,Reuters,https://www.investing.com/news/technology-news/trump-team-says-twitter-too-small-to-be-included-in-tech-meeting-447846,447846,2016,12,14,1
280369,AAPL,The Apple Temptation Of The Stock Market Redux ,opinion,2018-06-06,Dr. Duru,https://www.investing.com/analysis/the-apple-temptation-of-the-stock-market-redux-200322515,200322515,2018,06,06,-1
280559,AAPL,Ingevity To Boost Carbon Activation Capacity In Covington,opinion,2018-05-31,Zacks Investment Research,https://www.investing.com/analysis/ingevity-to-boost-carbon-activation-capacity-in-covington-200321473,200321473,2018,05,31,1
280717,AAPL,Fed jitters and oil pull Wall Street lower  Apple rallies,news,2016-09-14,Reuters,https://www.investing.com/news/stock-market-news/fed-jitters-and-oil-pull-wall-street-lower;-apple-rallies-426120,426120,2016,09,14,-1
280884,AAPL,Eagle Ford  Not Permian  Hogs The Shale Boom Limelight,opinion,2018-05-18,Zacks Investment Research,https://www.investing.com/analysis/eagle-ford-not-permian-hogs-the-shale-boom-limelight-200317480,200317480,2018,05,18,0
280977,AAPL,Twitter loses another corporate communications executive,news,2016-08-04,Reuters,https://www.investing.com/news/technology-news/twitter-loses-another-corporate-communications-executive-418634,418634,2016,08,04,-1
281087,AAPL,U S  senator probes Pokemon GO maker over data privacy concerns,news,2016-07-12,Reuters,https://www.investing.com/news/technology-news/u.s.-senator-probes-pokemon-go-maker-over-data-privacy-concerns-413952,413952,2016,07,12,-1
281229,AAPL,Global Equities Lift And Dollar Eases Slightly Ahead Of Busy Week,opinion,2018-05-07,London Capital Group,https://www.investing.com/analysis/global-equities-lift--dollar-eases-slightly-ahead-of-busy-week-200313592,200313592,2018,05,07,1
281352,AAPL,Apple posts longest losing streak since 1998  could be set for 8  rise,news,2016-05-03,Investing.com,https://www.investing.com/news/industry-buzz/apple-posts-longest-losing-streak-since-1998;-could-be-set-for-8-rise-399532,399532,2016,05,03,-1
281487,AAPL,Qualcomm profit forecast misses estimates as chip shipments drop,news,2016-04-20,Reuters,https://www.investing.com/news/technology-news/qualcomm-revenue-falls-19.5-percent-396834,396834,2016,04,20,-1
281637,AAPL,Apple  privacy czars  grapple with internal conflicts over user data,news,2016-03-21,Reuters,https://www.investing.com/news/technology-news/apple-'privacy-czars'-grapple-with-internal-conflicts-over-user-data-391030,391030,2016,03,21,-1
281762,AAPL,Solid support for Apple in iPhone encryption fight  poll,news,2016-02-24,Reuters,https://www.investing.com/news/technology-news/solid-support-for-apple-in-iphone-encryption-fight:-poll-386212,386212,2016,02,24,1
281907,AAPL,Asia stocks produce tentative gains on Fed s  dovish tilt ,news,2016-01-28,Reuters,"https://www.investing.com/news/stock-market-news/asia-stocks-find-support,-oil-still-unstable-382047",382047,2016,01,28,0
282094,AAPL,Constructive Brexit News Has Pound Punching Well Above Recent Weight,opinion,2018-03-20,Stephen Innes,https://www.investing.com/analysis/many-moving-parts-200299304,200299304,2018,03,20,1
282209,AAPL,Hibbett  HIBB  Q4 Earnings Mixed  Soft FY19 View Hurts Stock,opinion,2018-03-18,Zacks Investment Research,https://www.investing.com/analysis/hibbett-hibb-q4-earnings-mixed-soft-fy19-view-hurts-stock-200299146,200299146,2018,03,18,0
282359,AAPL,Trump And Powell Caused Market Drop Last Week  Likely To Fall More Then Pop ,opinion,2018-03-04,Steve Miller,https://www.investing.com/analysis/trump-and-powell-caused-the-market-to-drop-last-week-likely-to-fall-more-then-pop-200295699,200295699,2018,03,04,0
282459,AAPL,HP  HPQ  Rallies On Stellar Q1 Earnings And Upbeat FY18 View,opinion,2018-02-22,Zacks Investment Research,https://www.investing.com/analysis/hp-hpq-rallies-on-stellar-q1-earnings-and-upbeat-fy18-view-200293544,200293544,2018,02,22,1
282529,AAPL,Pandora s  P  Q4 Loss Widens  Revenues Surpass Estimates,opinion,2018-02-21,Zacks Investment Research,https://www.investing.com/analysis/pandoras-p-q4-loss-widens-revenues-surpass-estimates-200292951,200292951,2018,02,21,0
282654,AAPL,Will Revenue Growth Favor Papa John s  PZZA  Q4 Earnings ,opinion,2018-02-19,Zacks Investment Research,https://www.investing.com/analysis/will-revenue-growth-favor-papa-johns-pzza-q4-earnings-200292054,200292054,2018,02,19,1
282724,AAPL,Can A Strong Game Lineup Aid Activision s  ATVI  Q4 Earnings ,opinion,2018-02-06,Zacks Investment Research,https://www.investing.com/analysis/can-a-strong-game-lineup-aid-activisions-atvi-q4-earnings-200287624,200287624,2018,02,06,1
282811,AAPL,Car dashboards that act like smart phones raise safety issues,news,2015-07-07,Reuters,https://www.investing.com/news/technology-news/car-dashboards-that-act-like-smart-phones-raise-safety-issues-349936,349936,2015,07,07,0
282931,AAPL,A  100 000 check awaits mystery recycler of rare Apple 1 computer,news,2015-05-31,Reuters,"https://www.investing.com/news/technology-news/a-$100,000-check-awaits-mystery-recycler-of-rare-apple-1-computer-344296",344296,2015,05,31,-1
283036,AAPL,Wall St  ends up sharply as investors buy beaten down shares,news,2015-05-01,Reuters,"https://www.investing.com/news/stock-market-news/stock-futures-rise-as-construction,-manufacturing-data-eyed-339854",339854,2015,05,01,-1
283174,AAPL,Will Lower Industrial Segment Profit Hurt GE s Q4 Earnings ,opinion,2018-01-18,Zacks Investment Research,https://www.investing.com/analysis/will-lower-industrial-segment-profit-hurt-ges-q4-earnings-200281773,200281773,2018,01,18,-1
283306,AAPL,Japan s Sharp to cut 6 000 jobs in global restructuring  source,news,2015-03-19,Reuters,"https://www.investing.com/news/stock-market-news/japan's-sharp-to-cut-6,000-jobs-in-global-restructuring:-source-333162",333162,2015,03,19,1
283479,AAPL,The Zacks Analyst Blog Highlights  AnaptysBio    Roku  SMART Global Holdings  UroGen Pharma And Calyxt,opinion,2018-01-01,Zacks Investment Research,https://www.investing.com/analysis/the-zacks-analyst-blog-highlights-anaptysbio--roku-smart-global-holdings-urogen-pharma-and-calyxt-200277028,200277028,2018,01,01,1
283655,AAPL,Samsung Electronics says new smart TVs in 2015 to run Tizen platform,news,2014-12-31,Reuters,https://www.investing.com/news/technology-news/samsung-electronics-says-new-smart-tvs-in-2015-to-run-tizen-platform-321833,321833,2014,12,31,1
283813,AAPL,Marriott  MAR  To Expand With 40 Luxury Openings Next Year,opinion,2017-12-11,Zacks Investment Research,https://www.investing.com/analysis/marriott-mar-to-expand-with-40-luxury-openings-next-year-200272546,200272546,2017,12,11,0
283930,AAPL,Alibaba options set for strong demand on market debut,news,2014-09-26,Reuters,https://www.investing.com/news/technology-news/alibaba-options-set-for-strong-demand-on-market-debut-310869,310869,2014,09,26,1
284040,AAPL,Russia wants Apple  SAP to cooperate against foreign spying,news,2014-07-30,Reuters,"https://www.investing.com/news/technology-news/russia-wants-apple,-sap-to-cooperate-against-foreign-spying-299218",299218,2014,07,30,-1
284215,AAPL,Asia stocks broadly higher  Nikkei ends up 1  on weaker yen,news,2014-04-02,Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-broadly-higher;-nikkei-ends-up-1-on-weaker-yen-275256,275256,2014,04,02,-1
284348,AAPL,MasTec  MTZ  Rides On Project Wins And Wireless Business,opinion,2017-11-09,Zacks Investment Research,https://www.investing.com/analysis/mastec-mtz-rides-on-project-wins-and-wireless-business-200263976,200263976,2017,11,09,1
284568,AAPL,Soft Chinese Data Weigh On Asian Stocks,opinion,2017-10-31,Ipek Ozkardeskaya,https://www.investing.com/analysis/lcg-morning-call-200257206,200257206,2017,10,31,1
284723,AAPL,FAANG Rotation  Risk On Or Risk Off For Q4 ,opinion,2017-10-02,Candy Matheson,https://www.investing.com/analysis/faang-rotation-risk-on-or-risk-off-for-q4-200216337,200216337,2017,10,02,-1
284828,AAPL,AAPL Is In Trouble,opinion,2017-09-25,Kay Kim,https://www.investing.com/analysis/aapl-trouble-200215264,200215264,2017,09,25,-1
284973,AAPL,4 Technology Stocks That Prove AR VR Has Not Lost Sheen,opinion,2017-09-15,Zacks Investment Research,https://www.investing.com/analysis/4-technology-stocks-that-prove-arvr-has-not-lost-sheen-200213611,200213611,2017,09,15,-1
285113,AAPL,HCA Healthcare Rides On Acquisitions  Weak Volumes Bother ,opinion,2017-09-11,Zacks Investment Research,https://www.investing.com/analysis/hca-healthcare-rides-on-acquisitions-weak-volumes-bother-200212840,200212840,2017,09,11,-1
285288,AAPL,Defense Stock Roundup  UTX COL Sealed Merger News Hit Stocks  HII Wins Big,opinion,2017-09-08,Zacks Investment Research,https://www.investing.com/analysis/defense-stock-roundup-utxcol-sealed-merger-news-hit-stocks-hii-wins-big-200212295,200212295,2017,09,08,1
285453,AAPL,The Zacks Analyst Blog Highlights  Magic Software Enterprises  Extreme Networks  Entegris  Just Energy Group And TELUS,opinion,2017-08-30,Zacks Investment Research,https://www.investing.com/analysis/the-zacks-analyst-blog-highlights-magic-software-enterprises-extreme-networks-entegris-just-energy-group-and-telus-200210737,200210737,2017,08,30,1
285563,AAPL,Skyworks Rides On Solid Demand  Stiff Competition A Concern ,opinion,2017-08-25,Zacks Investment Research,https://www.investing.com/analysis/skyworks-rides-on-solid-demand-stiff-competition-a-concern-200209672,200209672,2017,08,25,-0.3333333333333333
285688,AAPL,Another Stock Market Fear Phase Fizzles,opinion,2017-08-15,Dr. Duru,https://www.investing.com/analysis/above-the-40-august-14-2017--another-fear-phase-fizzles-200207219,200207219,2017,08,15,-1
285823,AAPL,Corning  GLW  Beats Q2 Earnings Estimates On Strong Revenues,opinion,2017-07-25,Zacks Investment Research,https://www.investing.com/analysis/corning-(glw)-beats-q2-earnings-estimates-on-strong-revenues-200203625,200203625,2017,07,25,1
286033,AAPL,Building Confidence In Q2 Earnings  4 Housing Stocks,opinion,2017-07-14,Zacks Investment Research,https://www.investing.com/analysis/building-confidence-in-q2-earnings:-4-housing-stocks-200201278,200201278,2017,07,14,1
286188,AAPL,Why Clipper Realty  CLPR  Might Be A Diamond In The Rough,opinion,2017-07-12,Zacks Investment Research,https://www.investing.com/analysis/why-clipper-realty-(clpr)-might-be-a-diamond-in-the-rough-200200632,200200632,2017,07,12,-1
286293,AAPL,Liberty LiLAC  LILA  Jumps  Stock Rises 9 8 ,opinion,2017-07-11,Zacks Investment Research,https://www.investing.com/analysis/liberty-lilac-(lila)-jumps:-stock-rises-9.8-200200366,200200366,2017,07,11,1
286408,AAPL,Tech Sell Off  Temporary Correction Or Something More Sinister ,opinion,2017-07-05,Brian Gilmartin,https://www.investing.com/analysis/should-we-be-worried-about-technology-and-the-nasdaq-here--200199091,200199091,2017,07,05,-1
286528,AAPL,Apple To Issue  1BN Green Bond,opinion,2017-06-15,Trade12,https://www.investing.com/analysis/apple-to-issue-$1bn-green-bond-200195504,200195504,2017,06,15,-1
286688,AAPL,Superior Industries  SUP  Increases Debt Offering To EUR 250M,opinion,2017-06-09,Zacks Investment Research,https://www.investing.com/analysis/superior-industries-(sup)-increases-debt-offering-to-eur-250m-200194235,200194235,2017,06,09,0
286803,AAPL,Trump Could Pull The US Out Of Paris Climate Accord,opinion,2017-06-01,Marvin Clark,https://www.investing.com/analysis/the-accord-200192563,200192563,2017,06,01,1
286978,AAPL,Qualcomm  QCOM  To Settle License Dispute With BlackBerry,opinion,2017-05-29,Zacks Investment Research,https://www.investing.com/analysis/qualcomm-(qcom)-to-settle-license-dispute-with-blackberry-200191939,200191939,2017,05,29,-1
287138,AAPL,Focus On Fidelity Large Cap Core Enhanced Index Fund  FLCEX ,opinion,2017-05-08,Zacks Investment Research,https://www.investing.com/analysis/focus-on-fidelity-large-cap-core-enhanced-index-fund-(flcex)-200188016,200188016,2017,05,08,1
287273,AAPL,GoPro  GPRO  Posts Q1 Loss  Reports Robust Sales Growth,opinion,2017-04-27,Zacks Investment Research,"https://www.investing.com/analysis/gopro-(gpro)-posts-q1-loss,-reports-robust-sales-growth-200186032",200186032,2017,04,27,0
287488,AAPL,Rockwell Collins  COL  Tops Q2 Earnings  Revises FY17 View,opinion,2017-04-20,Zacks Investment Research,"https://www.investing.com/analysis/rockwell-collins-(col)-tops-q2-earnings,-revises-fy17-view-200184319",200184319,2017,04,20,1
